"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","should count total employees","Employees Database Tests - Azure SQL","Sun Nov 30 23:31:41 UTC 2025","skipped","Sun Nov 30 23:31:41 UTC 2025","","","",""
"","1329","should select radio buttons","Automation Practice Test Suite","Sun Nov 30 23:32:18 UTC 2025","passed","Sun Nov 30 23:32:20 UTC 2025","","","",""
"","1334","should show and hide textbox","Automation Practice Test Suite","Sun Nov 30 23:32:17 UTC 2025","passed","Sun Nov 30 23:32:18 UTC 2025","","","",""
"","629","My Second Test Case","My First Test Suite","Sun Nov 30 23:32:02 UTC 2025","passed","Sun Nov 30 23:32:03 UTC 2025","","","",""
"","624","My Fourth Test Case","My First Test Suite","Sun Nov 30 23:32:04 UTC 2025","passed","Sun Nov 30 23:32:04 UTC 2025","","","",""
"","7590","should handle Switch Window","Automation Practice Test Suite","Sun Nov 30 23:32:33 UTC 2025","passed","Sun Nov 30 23:32:41 UTC 2025","","","",""
"","1638","should handle alert and confirm dialogs","Automation Practice Test Suite","Sun Nov 30 23:32:20 UTC 2025","passed","Sun Nov 30 23:32:21 UTC 2025","","","",""
"","1","should connect to PracticeDBSetup database","Employees Database Tests - Azure SQL","Sun Nov 30 23:31:41 UTC 2025","skipped","Sun Nov 30 23:31:41 UTC 2025","","","",""
"","640","My Third Test Case","My First Test Suite","Sun Nov 30 23:32:03 UTC 2025","passed","Sun Nov 30 23:32:04 UTC 2025","","","",""
"","8972","should handle switch tab or child windows","Automation Practice Test Suite","Sun Nov 30 23:32:21 UTC 2025","passed","Sun Nov 30 23:32:30 UTC 2025","","","",""
"","1301","should handle Mouse hover","Automation Practice Test Suite","Sun Nov 30 23:32:32 UTC 2025","passed","Sun Nov 30 23:32:33 UTC 2025","","","",""
"","0","should get employee by department and validate salary","User Login with Database Validation","Sun Nov 30 23:31:36 UTC 2025","skipped","Sun Nov 30 23:31:36 UTC 2025","","","",""
"","3281","should check and uncheck checkboxes","Automation Practice Test Suite","Sun Nov 30 23:32:11 UTC 2025","passed","Sun Nov 30 23:32:14 UTC 2025","","","",""
"","3922","@smoke should handle date picker","Automation Practice Test Suite","Sun Nov 30 23:32:42 UTC 2025","passed","Sun Nov 30 23:32:46 UTC 2025","","","",""
"","1","should verify Priyanka Singh employee record","Employees Database Tests - Azure SQL","Sun Nov 30 23:31:41 UTC 2025","skipped","Sun Nov 30 23:31:41 UTC 2025","","","",""
"","46","should get all sheet names from Excel file","Excel File Validation Tests","Sun Nov 30 23:31:44 UTC 2025","passed","Sun Nov 30 23:31:44 UTC 2025","","","",""
"","0","should search employees with LIKE operator","User Login with Database Validation","Sun Nov 30 23:31:36 UTC 2025","skipped","Sun Nov 30 23:31:36 UTC 2025","","","",""
"","0","should get current database name","Database Connection Test","Sun Nov 30 23:31:38 UTC 2025","skipped","Sun Nov 30 23:31:38 UTC 2025","","","",""
"","316","My Fifth Test Case","My First Test Suite","Sun Nov 30 23:32:04 UTC 2025","passed","Sun Nov 30 23:32:04 UTC 2025","","","",""
"","3697","@smoke My First Test Case","My First Test Suite","Sun Nov 30 23:31:59 UTC 2025","passed","Sun Nov 30 23:32:02 UTC 2025","","","",""
"","0","should delete test employee and verify","Employees Database Tests - Azure SQL","Sun Nov 30 23:31:41 UTC 2025","skipped","Sun Nov 30 23:31:41 UTC 2025","","","",""
"","1","should validate all employees are present in database","User Login with Database Validation","Sun Nov 30 23:31:36 UTC 2025","skipped","Sun Nov 30 23:31:36 UTC 2025","","","",""
"","1372","should select option from static dropdown","Automation Practice Test Suite","Sun Nov 30 23:32:14 UTC 2025","passed","Sun Nov 30 23:32:15 UTC 2025","","","",""
"","1","should group employees by department","User Login with Database Validation","Sun Nov 30 23:31:36 UTC 2025","skipped","Sun Nov 30 23:31:36 UTC 2025","","","",""
"","48","should compare Excel data with expected values","Excel File Validation Tests","Sun Nov 30 23:31:44 UTC 2025","passed","Sun Nov 30 23:31:44 UTC 2025","","","",""
"","49","should filter and validate specific department employees","Excel File Validation Tests","Sun Nov 30 23:31:44 UTC 2025","passed","Sun Nov 30 23:31:44 UTC 2025","","","",""
"","1","should insert a new employee and verify","Employees Database Tests - Azure SQL","Sun Nov 30 23:31:41 UTC 2025","skipped","Sun Nov 30 23:31:41 UTC 2025","","","",""
"","0","should retrieve all employees from Employees table","Employees Database Tests - Azure SQL","Sun Nov 30 23:31:41 UTC 2025","skipped","Sun Nov 30 23:31:41 UTC 2025","","","",""
"","58","should read and validate TestData sheet","Excel File Validation Tests","Sun Nov 30 23:31:44 UTC 2025","passed","Sun Nov 30 23:31:44 UTC 2025","","","",""
"","1706","should select country from dynamic dropdown","Automation Practice Test Suite","Sun Nov 30 23:32:15 UTC 2025","passed","Sun Nov 30 23:32:17 UTC 2025","","","",""
"","13","should successfully create a new resource","POST API Validation","Sun Nov 30 23:31:54 UTC 2025","skipped","Sun Nov 30 23:31:54 UTC 2025","","","",""
"","1","should verify Anil Verma employee record","Employees Database Tests - Azure SQL","Sun Nov 30 23:31:41 UTC 2025","skipped","Sun Nov 30 23:31:41 UTC 2025","","","",""
"","395","Simulate API server error (500)","API Validation","Sun Nov 30 23:31:50 UTC 2025","passed","Sun Nov 30 23:31:51 UTC 2025","","","",""
"","394","Simulate API network failure","API Validation","Sun Nov 30 23:31:51 UTC 2025","passed","Sun Nov 30 23:31:51 UTC 2025","","","",""
"","1539","Modify API response and sending my own response on UI","API Validation","Sun Nov 30 23:31:49 UTC 2025","passed","Sun Nov 30 23:31:50 UTC 2025","","","",""
"","11276","Validate e-commerce page e2e flow","End to End E-commerce Flow Test Suite","Sun Nov 30 23:32:54 UTC 2025","passed","Sun Nov 30 23:33:06 UTC 2025","","","",""
"","10","Modify request URL and continue with modified URL","API Validation","Sun Nov 30 23:31:52 UTC 2025","skipped","Sun Nov 30 23:31:52 UTC 2025","","","",""
"","0","should get employees by department - QA Automation","Employees Database Tests - Azure SQL","Sun Nov 30 23:31:41 UTC 2025","skipped","Sun Nov 30 23:31:41 UTC 2025","","","",""
"","61","should validate data types and formats","User Login with Database Validation","Sun Nov 30 23:31:36 UTC 2025","skipped","Sun Nov 30 23:31:36 UTC 2025","","","",""
"","1","should get average salary","Employees Database Tests - Azure SQL","Sun Nov 30 23:31:41 UTC 2025","skipped","Sun Nov 30 23:31:41 UTC 2025","","","",""
"","5","should verify only original 3 employees remain","Employees Database Tests - Azure SQL","Sun Nov 30 23:31:41 UTC 2025","skipped","Sun Nov 30 23:31:41 UTC 2025","","","",""
"","11153","Ecommerce product delivery","End to End Ecommerce Application Validation","Sun Nov 30 23:33:12 UTC 2025","passed","Sun Nov 30 23:33:23 UTC 2025","","","",""
"","1","should connect to Azure SQL Server successfully","Database Connection Test","Sun Nov 30 23:31:38 UTC 2025","skipped","Sun Nov 30 23:31:38 UTC 2025","","","",""
"","0","should retrieve database version","Database Connection Test","Sun Nov 30 23:31:38 UTC 2025","skipped","Sun Nov 30 23:31:38 UTC 2025","","","",""
"","4144","Verify cart total calculation","End to End Ecommerce Application Validation","Sun Nov 30 23:33:23 UTC 2025","passed","Sun Nov 30 23:33:27 UTC 2025","","","",""
"","144","should read and validate Employees sheet data","Excel File Validation Tests","Sun Nov 30 23:31:44 UTC 2025","passed","Sun Nov 30 23:31:44 UTC 2025","","","",""
"","0","should verify Saurav Kumar employee record","Employees Database Tests - Azure SQL","Sun Nov 30 23:31:41 UTC 2025","skipped","Sun Nov 30 23:31:41 UTC 2025","","","",""
"","10989","User selects and purchases specific products","Ecommerce Product Selection Validation","Sun Nov 30 23:33:32 UTC 2025","passed","Sun Nov 30 23:33:43 UTC 2025","","","",""
"","0","should get highest paid employee","Employees Database Tests - Azure SQL","Sun Nov 30 23:31:41 UTC 2025","skipped","Sun Nov 30 23:31:41 UTC 2025","","","",""
